<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
637	-433.47784	1009.72400	211.06326	-82.40718	980.37262	164.89058	-271.09589	951.08588	20.04218	-140.50418	992.58594	296.79874	-216.78221	1464.92261	238.22551	-101.13337	1347.21948	260.19595	-320.94403	1361.01929	261.95569	-64.53905	1581.57324	-120.61922	-61.90533	1650.02954	52.94594	-261.41339	1672.36609	-15.10688	-505.05096	1307.99353	-91.18050	-466.68253	1323.90125	54.75162	-437.90207	1449.00012	49.68841	-332.71381	1593.83411	-180.79271	-366.37418	1522.43030	-178.64111	-359.39685	1543.14929	-65.61667	261.71701	1456.25659	89.20441	129.94429	1435.67139	157.88200	63.49821	1486.90869	81.48885	386.97116	1627.67725	-165.76695	262.49329	1582.83337	-149.67560	374.25629	1585.87439	-119.17650	-583.86780	538.15894	121.32770	-498.76340	692.09320	59.06136	-689.06238	127.82008	198.09772	-629.34106	294.20126	112.28568	-680.50262	73.48588	42.26841	-743.96234	71.92590	105.38480	-10.79702	501.00046	96.50620	-73.20352	605.09253	24.69112	16.34089	83.38744	170.21684	-27.72131	293.71432	58.40502	65.00723	44.61230	7.61976	115.47995	35.65081	91.20187
638	-430.50955	1010.63440	217.21577	-80.10112	979.95239	167.07953	-269.77411	951.85645	24.93045	-137.06772	992.15894	299.96378	-210.10129	1465.26892	241.84685	-93.12234	1347.71069	260.93350	-314.97751	1361.93201	267.50195	-62.08778	1580.48438	-119.14011	-56.36261	1649.59851	52.99651	-257.94507	1672.06152	-10.55336	-502.66708	1314.28650	-86.85641	-462.73001	1327.48962	58.76572	-433.10962	1451.97229	55.52087	-330.29214	1601.51367	-172.48251	-364.41882	1529.89075	-171.78629	-355.79309	1547.80310	-57.75956	262.81793	1475.77661	65.49519	136.54559	1444.91602	140.25868	63.89654	1496.49524	71.55349	420.60117	1637.11536	-179.36177	294.83871	1599.62585	-177.47119	389.52133	1600.36890	-125.39285	-578.56012	538.33661	124.46809	-498.86679	694.77155	62.78709	-673.93829	127.81636	213.13286	-620.20288	292.75049	121.82912	-668.67657	73.04561	57.61693	-731.21460	70.04148	123.30788	-10.18724	500.69391	99.50596	-71.86832	605.07709	27.38387	16.84585	83.14532	170.62022	-26.87943	294.20255	60.03465	65.05367	44.48947	7.51107	115.62959	35.68870	91.07830
639	-427.59583	1011.27563	222.16963	-77.02065	980.02966	170.40170	-267.99005	952.61890	29.08773	-134.20273	991.99719	303.56866	-203.24326	1465.58191	245.34912	-82.84579	1348.44824	261.52469	-309.51871	1362.68628	273.00940	-63.69524	1578.76758	-119.05054	-50.78003	1649.58997	53.93502	-255.00932	1671.90869	-5.20537	-500.04071	1319.58594	-81.74614	-458.31689	1330.11328	63.03433	-428.36041	1454.37012	61.77024	-328.31192	1607.72424	-163.85098	-361.86322	1536.29565	-164.23987	-351.02698	1551.27710	-50.24862	260.72400	1494.93787	42.56525	145.62767	1456.00623	123.73750	61.83193	1504.10742	62.80027	453.52304	1641.24072	-190.77444	327.93964	1615.46851	-198.17894	423.60760	1606.04016	-143.84837	-573.80914	537.97351	126.41138	-497.69086	696.63416	65.41376	-659.04645	128.22060	229.07591	-610.54370	291.15817	131.56322	-656.05750	72.50105	73.96478	-717.43768	69.06462	141.55583	-8.79028	501.09720	101.82118	-70.24701	605.38019	29.90385	17.36710	82.90675	170.69798	-26.31579	294.35284	61.34488	65.10139	44.45061	7.45707	115.84161	35.53339	90.97783
640	-425.44016	1012.30811	226.66676	-74.63396	979.83929	173.77658	-266.40314	953.20386	32.93543	-131.77083	991.82050	306.96231	-196.28561	1465.47571	249.15381	-76.42782	1349.77222	261.56042	-303.81238	1363.46179	278.42297	-63.37119	1577.76624	-117.58659	-47.14087	1648.18945	53.48400	-251.83002	1671.25513	0.51645	-496.74283	1323.20618	-76.16231	-453.97934	1332.09094	68.72838	-423.30234	1456.27759	67.56303	-326.34555	1613.06055	-154.97314	-360.36618	1541.50806	-156.34718	-347.00641	1553.49475	-42.19715	255.46190	1511.89575	19.90048	139.63814	1467.76257	112.12431	58.84154	1512.66333	51.12144	477.03613	1639.78430	-194.00957	354.31989	1627.07422	-217.15126	446.33841	1608.59412	-152.31374	-568.77441	537.59839	128.07805	-496.13910	697.79431	66.93858	-643.11249	129.38832	245.40015	-599.47021	289.81564	141.08008	-642.78094	71.78803	91.89386	-701.94147	68.83534	160.69057	-7.83939	501.03848	103.96306	-68.93943	605.72089	32.14003	17.64859	82.69543	170.82399	-25.38495	294.87866	62.59537	65.04964	44.47490	7.52781	115.90385	35.33393	90.84702
641	-422.27283	1012.03333	231.21011	-72.58986	979.71393	177.33830	-263.62198	954.19818	36.34920	-129.58160	991.76984	310.33051	-189.19684	1465.45886	252.67920	-70.54320	1351.47400	260.76346	-297.76450	1363.77112	283.83673	-63.16159	1576.73425	-115.89764	-42.06268	1648.39941	54.22769	-249.13864	1670.25891	7.12969	-494.29623	1326.18823	-70.05296	-449.96432	1333.32837	74.65011	-419.16156	1457.31506	74.11534	-324.83279	1616.65979	-146.16136	-358.55692	1545.46362	-148.21611	-343.13596	1555.08691	-34.64531	245.78555	1527.55920	0.63606	142.56570	1478.99377	93.87245	51.97641	1522.00842	40.24480	502.31110	1630.01733	-194.83955	376.55716	1633.60974	-234.03099	456.21194	1605.61816	-156.56979	-564.64948	536.75513	130.03331	-493.57794	698.39545	67.51259	-627.45807	131.03180	262.48868	-589.96875	288.52597	151.86275	-629.04663	71.24036	110.19242	-687.54578	68.17213	181.00665	-6.52249	500.80414	105.62613	-68.02068	606.08136	34.41993	17.77991	82.46263	171.16487	-24.63603	294.85370	63.74726	65.10139	44.45061	7.45707	116.21839	35.40220	90.70804
642	-420.85931	1012.13251	234.24403	-69.47722	979.79401	181.04370	-260.18344	954.72003	40.12873	-127.52322	991.72247	313.61484	-182.08464	1465.53186	256.26056	-64.31086	1353.57019	260.17172	-291.90082	1364.01392	289.39450	-63.44948	1576.05054	-114.19497	-39.82728	1647.37170	53.78586	-245.79561	1669.54517	13.10811	-491.65976	1327.76770	-62.65380	-445.55020	1334.14746	80.88269	-414.46362	1458.19543	80.47845	-322.76898	1618.92200	-137.97180	-356.96896	1547.63562	-140.78073	-339.82358	1555.57532	-26.71243	239.77188	1537.98840	-13.88580	139.14949	1490.03955	77.77551	45.57705	1529.61279	29.38318	513.01117	1614.74939	-190.21114	397.41626	1636.02429	-241.12180	463.04904	1597.30688	-157.66396	-560.27502	535.75470	131.86545	-490.43036	697.95044	68.19846	-610.98450	133.22891	279.98410	-579.44611	287.43423	162.88306	-615.15515	70.90604	129.26869	-671.93207	67.98967	201.60323	-4.78379	501.04617	107.04527	-66.88474	606.51019	36.21705	18.01199	82.11468	171.06627	-23.87013	295.02304	64.65916	65.13017	44.45043	7.54413	116.28304	35.36036	90.68374
643	-418.76230	1012.02179	237.82988	-67.63938	979.47577	184.36249	-257.51450	955.60199	42.83936	-125.56664	991.47180	316.97278	-175.44753	1466.54126	259.19388	-57.52077	1357.57617	258.88339	-286.17056	1364.02588	294.76578	-64.41039	1575.52795	-112.91516	-35.60974	1647.41016	54.49891	-243.23372	1668.88293	19.67516	-488.90765	1328.08032	-54.52140	-441.31335	1334.51929	88.10718	-409.75714	1458.56396	87.03315	-321.09796	1619.73352	-129.79428	-355.24838	1548.50085	-132.55127	-337.05835	1555.43726	-19.18673	234.34807	1544.40820	-23.50781	135.72093	1499.97131	65.08792	37.47175	1538.35718	21.21630	515.10809	1604.52234	-185.03969	406.47586	1631.58264	-244.85680	462.87787	1589.80334	-156.93582	-556.62085	534.41547	134.72385	-486.71097	696.91119	68.87327	-594.81549	136.31596	297.34924	-568.95624	287.01547	174.47650	-600.88379	71.03345	149.01413	-655.16284	69.65842	221.53052	-3.11910	501.06287	108.02797	-65.72469	606.97766	37.88160	18.36824	81.77850	171.28343	-22.69941	295.36804	65.55919	65.17883	44.55928	7.55022	116.35580	35.31609	90.77589
644	-416.90485	1011.92572	240.75890	-65.07868	979.69482	187.61452	-254.39975	956.23560	45.70628	-123.69521	991.42352	319.82819	-169.44853	1468.34595	261.62292	-51.54540	1362.02502	256.82611	-278.77393	1364.58740	299.97391	-64.47333	1575.52759	-110.71777	-32.02631	1647.00647	55.67205	-240.39513	1668.70691	25.80347	-486.47293	1327.00439	-46.26210	-436.72403	1334.29492	96.25400	-406.13263	1458.64783	94.49525	-319.25031	1618.93335	-122.27067	-352.63666	1547.63489	-125.18719	-334.68961	1554.66541	-11.16873	230.76241	1548.38977	-29.33485	131.96938	1508.29321	58.16912	31.16012	1544.44446	15.02492	519.87250	1596.23755	-183.63708	410.81110	1625.50525	-248.38782	461.47546	1584.71753	-155.97656	-552.96674	533.19318	138.65996	-482.49817	695.56415	70.70902	-578.27374	140.12975	315.35651	-558.55023	286.94598	186.34285	-585.99170	71.95282	168.03741	-638.19788	71.38583	242.40422	-2.14071	500.84894	109.12588	-64.51697	607.24817	39.16916	18.56284	81.61275	171.41933	-21.83040	295.20761	66.14995	65.24601	44.55025	7.62331	116.63598	35.18319	90.91455
645	-414.44925	1011.72650	243.62509	-62.18681	980.17645	190.58580	-251.22473	957.10498	48.10997	-122.06472	991.62964	322.70328	-164.28902	1470.33020	264.21384	-47.05392	1365.51489	255.74821	-270.16910	1365.01038	304.77335	-65.25981	1575.81006	-108.99670	-29.46222	1646.63379	56.99355	-237.77496	1669.30896	31.21587	-484.19299	1324.64746	-36.84939	-432.85754	1333.45984	104.58362	-402.10278	1458.20300	101.05610	-318.35510	1616.67175	-114.83071	-351.07486	1545.25879	-117.28401	-333.21295	1553.33838	-3.39827	227.80588	1549.56042	-32.19899	130.56378	1512.68066	55.70946	27.05114	1546.98950	12.34619	516.31390	1591.29065	-182.46982	410.62659	1614.53552	-256.54047	458.64673	1581.21130	-156.71413	-548.76953	532.20441	143.61859	-477.44220	693.93146	72.67262	-562.24615	144.33682	333.19333	-548.50214	287.13892	198.95100	-571.37195	73.05017	187.88727	-623.35437	72.70342	263.89404	-0.00390	501.14328	109.74937	-62.90808	607.73254	40.44700	18.88239	81.45350	171.54630	-20.93519	295.51968	66.53263	65.27503	44.41526	7.46517	116.78938	35.15679	90.88447
646	-412.30627	1012.26416	246.54929	-59.95246	980.62640	192.95967	-248.41107	958.05328	50.66919	-119.78367	991.89130	324.78659	-160.59105	1472.71045	266.63467	-43.17912	1368.34680	255.15866	-263.98923	1365.67407	309.76520	-66.06065	1576.44885	-107.12241	-27.74230	1646.38428	58.98374	-236.67050	1670.95190	36.09914	-481.84729	1320.93042	-27.29871	-429.29968	1331.84009	113.35008	-399.94925	1457.30640	108.32359	-316.87726	1613.25391	-107.36835	-350.54440	1541.60144	-109.11906	-332.41519	1550.96448	4.79317	224.79982	1546.87451	-32.02950	123.17899	1511.93811	59.55690	24.98940	1547.37561	12.83039	513.35986	1587.06409	-185.66699	407.30237	1603.00024	-260.77313	456.75595	1578.67993	-158.68558	-545.10059	531.32935	148.97687	-472.75430	692.48645	75.58126	-547.14575	148.76030	350.68631	-538.93158	287.88431	212.04297	-557.64587	74.28808	207.63715	-607.72821	75.09509	284.15021	0.56547	500.77277	110.46098	-61.42935	608.19403	41.53020	19.12661	81.33813	171.53084	-20.09481	295.64319	66.92596	65.30865	44.37574	7.24732	116.83094	35.18498	90.72975
647	-408.77164	1013.01184	249.87204	-57.60342	981.26105	194.52364	-246.47589	958.82635	53.03021	-117.17728	992.19897	326.67020	-157.85934	1474.87537	268.93665	-40.49200	1370.22559	255.71638	-259.06506	1366.54822	313.98956	-66.71709	1577.05420	-104.55886	-26.61984	1645.87256	61.31291	-234.62550	1672.88416	38.99995	-479.91391	1315.73999	-17.81789	-426.30194	1329.80188	122.08807	-398.23569	1455.37695	114.84901	-318.01273	1608.88513	-99.61360	-351.25107	1537.56396	-100.93079	-332.30457	1547.61475	12.12676	223.70824	1541.69690	-29.77755	122.23157	1505.38721	57.79387	26.25059	1546.98413	15.74199	510.90302	1582.28772	-193.73528	400.95343	1592.14185	-265.21182	459.82553	1579.65051	-162.87477	-541.50201	530.75500	155.50948	-468.11002	691.44342	79.46332	-532.38861	153.62640	368.36780	-529.73871	288.50873	225.53903	-544.49268	75.58461	227.63121	-592.45416	77.71798	304.83539	1.41257	500.81778	111.10145	-60.30307	608.37054	42.34407	19.31623	81.24157	171.40002	-19.70504	295.67798	67.27084	65.25954	44.36336	7.16881	116.79337	35.08751	90.42689
648	-405.37027	1014.19653	253.50478	-55.06461	982.03912	194.85521	-244.73955	959.75830	54.94147	-113.59238	992.82556	327.57635	-156.32381	1476.46814	271.77872	-38.66531	1370.88013	257.15906	-255.12592	1367.84851	318.38986	-67.66618	1578.16309	-101.91476	-26.63065	1645.53870	64.47393	-235.32072	1675.51086	42.61158	-478.39297	1309.28552	-7.71290	-423.96689	1326.61304	130.71323	-398.57968	1452.95972	121.81841	-319.80978	1604.03088	-92.63356	-352.94934	1532.50659	-92.81509	-332.69644	1543.32336	20.57391	224.18878	1534.55225	-24.46902	121.96070	1499.70398	61.50832	28.54488	1545.72742	20.34224	506.72800	1575.46216	-204.27847	391.87109	1581.57605	-270.39380	455.59277	1573.03308	-171.59184	-538.32086	529.87061	162.72050	-464.83249	690.55151	84.29887	-517.91412	158.71669	386.08472	-521.34113	289.06689	239.25929	-531.98492	77.28412	247.64948	-577.12866	81.64018	324.88522	2.50401	500.81509	111.62202	-59.39720	608.53259	42.97767	19.42035	81.13507	171.42697	-19.38090	295.73495	67.45686	65.19922	44.29739	7.11083	116.79553	35.22682	90.20120
649	-401.72565	1014.77301	257.66739	-52.85539	982.90399	195.12637	-243.87010	960.74799	56.43140	-110.00993	993.67694	328.34201	-155.77704	1477.47437	274.42542	-37.96408	1370.87305	259.95392	-252.55426	1369.06921	322.29352	-69.08823	1579.45581	-98.97449	-27.65417	1645.50769	67.61867	-236.02878	1677.80969	45.25860	-477.26740	1301.80518	2.21297	-422.57690	1322.59668	139.89203	-400.34229	1449.42053	128.05794	-322.60297	1597.97498	-85.77351	-356.19974	1526.65247	-84.99072	-333.70529	1537.78284	28.23842	227.29265	1524.52966	-16.85183	124.10349	1492.83081	67.65685	33.95691	1543.31885	26.80356	500.52130	1566.00977	-216.52734	381.43863	1571.20764	-275.79538	449.82141	1563.25879	-181.09036	-534.49084	528.83136	170.63432	-461.21320	689.64764	89.38303	-504.81772	163.79205	403.23441	-512.69434	290.14777	252.92805	-519.71808	78.86777	267.24054	-563.83472	84.60760	346.17746	3.00918	500.93936	111.68269	-58.82964	608.67322	43.39617	19.71435	81.26178	171.46860	-19.48174	295.95239	67.59095	65.02592	44.28857	6.96040	116.81553	35.37969	89.88539
650	-399.03311	1015.30872	261.88080	-50.68797	983.99597	194.02635	-243.73775	961.31915	58.93891	-105.37653	994.26093	328.19510	-156.43362	1478.20227	277.47293	-37.76834	1370.04065	263.20181	-250.70369	1370.18713	326.02631	-71.10175	1580.99878	-96.29993	-29.26715	1646.16626	70.82510	-236.75227	1679.71741	48.42033	-477.03232	1293.46997	12.38403	-421.63229	1318.17065	149.24065	-402.85587	1445.59058	134.77777	-326.46634	1591.07654	-79.39290	-360.56155	1519.81042	-77.46155	-336.26373	1531.67786	34.85857	236.57321	1508.90344	-14.10333	130.60399	1485.11633	76.48346	39.49345	1539.25183	32.52723	494.78378	1553.70251	-227.93066	368.49390	1561.38647	-278.16589	440.73636	1552.78796	-189.78726	-530.97784	527.71649	179.29947	-458.62891	688.49603	96.23380	-492.08435	168.84982	420.95001	-503.75003	291.13278	266.15997	-508.17645	81.15790	286.88876	-551.56433	88.00417	367.17496	3.65592	501.25534	111.85032	-59.20204	608.60541	43.56297	20.02686	81.26402	171.48842	-19.81585	296.33365	67.89424	64.94661	44.20511	6.70105	116.94411	35.48219	89.61806
651	-396.58307	1015.10748	266.90414	-49.04258	984.81445	192.51553	-246.37260	961.49530	60.94823	-100.82626	994.96722	327.51764	-157.55449	1478.89844	280.44666	-38.52684	1369.05347	267.30713	-250.25227	1371.00879	329.41751	-74.14844	1583.06848	-93.70716	-31.54401	1647.76318	72.98535	-239.18974	1681.23975	52.05631	-476.49411	1284.39966	23.03762	-420.12097	1313.19824	159.27394	-405.78134	1441.14270	141.82863	-331.13202	1583.48535	-73.39482	-363.60760	1511.61914	-70.79286	-339.17441	1525.30566	41.31676	243.97310	1496.74255	-5.25875	132.53654	1477.97839	84.99855	45.59290	1533.65698	37.87295	480.83566	1545.81348	-240.47218	353.04990	1551.77087	-276.83478	433.69101	1538.08179	-199.40593	-527.13678	526.52356	188.61455	-456.51309	686.82043	103.51975	-480.25641	174.03674	437.94247	-495.18768	292.08252	280.14859	-498.31427	82.64720	306.49771	-540.07520	92.06698	387.89459	4.20659	501.54727	111.82753	-58.90937	608.87317	43.84177	20.49876	81.48434	171.74767	-19.80386	296.63785	68.35041	64.77834	44.17944	6.48309	117.08607	35.56804	89.33171
652	-393.57706	1014.32672	272.16751	-47.65338	985.79596	190.97269	-247.47701	962.14948	63.42910	-96.32861	995.45135	327.22516	-158.64696	1478.84094	283.66068	-40.40622	1368.24854	271.75388	-250.64308	1371.20251	332.52719	-78.11395	1585.38904	-91.80660	-33.86776	1649.27039	75.20271	-241.80394	1682.44031	56.70013	-476.62436	1275.42151	34.62675	-419.30548	1308.71472	168.96609	-408.19244	1436.82520	148.95407	-335.79190	1575.00671	-68.25824	-367.20886	1502.70105	-64.14835	-343.16806	1518.90308	47.50488	249.67924	1481.78833	2.32266	134.71991	1470.19189	94.13091	51.64149	1526.79163	42.86908	466.80896	1531.66785	-248.25412	335.70947	1541.68530	-272.71643	424.25067	1522.62683	-204.72737	-523.32892	524.75348	198.65573	-454.66971	684.71912	111.83341	-469.02649	178.68674	454.78372	-486.82663	293.15851	293.76147	-489.24164	84.06132	326.94086	-545.10187	87.45367	419.15704	5.04385	501.68747	112.02184	-58.84608	608.92688	44.10343	20.88936	81.42970	171.87810	-19.60652	297.02206	68.77879	66.21572	44.46014	7.64029	117.10299	35.55636	89.27023
653	-391.14609	1013.02148	277.56473	-46.44534	986.79797	189.33839	-248.52017	962.76740	65.85677	-91.81220	995.85706	326.57034	-159.54143	1478.58105	286.79907	-40.94150	1367.24536	276.11197	-250.92247	1371.10437	335.76862	-81.99091	1588.07349	-88.98567	-36.34187	1651.47498	77.26591	-245.13049	1683.68140	61.33467	-476.65302	1266.53992	46.68528	-418.33566	1304.58191	179.39679	-409.82492	1432.83972	156.26709	-341.07935	1566.04565	-64.10677	-370.57739	1493.03406	-58.65459	-348.49997	1512.62317	53.11002	255.96181	1469.13757	13.30501	136.93114	1462.71069	103.57404	58.44990	1518.35791	48.81440	448.53012	1521.88916	-254.94110	319.10004	1531.73328	-262.04572	413.86734	1507.76807	-205.83205	-518.89050	522.92737	209.33199	-453.75409	682.35101	120.77427	-458.60355	182.91641	471.31277	-485.00836	291.94742	312.94223	-481.06552	85.13376	346.27844	-538.04321	88.58844	439.09283	5.86886	501.85138	112.48309	-58.65120	608.97534	44.42568	21.51126	81.30574	171.99190	-19.35816	297.28641	69.57845	65.05823	46.41390	4.73621	117.25306	35.67112	89.03806
654	-388.84723	1011.72064	282.63614	-45.40087	987.30945	187.45404	-249.68600	962.91290	68.97240	-88.12142	996.02130	326.04434	-160.29826	1478.76819	290.44800	-44.02350	1366.16711	280.07816	-252.01219	1370.54346	338.19235	-86.11527	1590.90051	-86.60745	-39.16220	1653.84607	79.44321	-248.47800	1684.38281	66.05832	-476.89096	1258.48120	59.32710	-417.36816	1300.91089	190.34688	-411.79019	1429.23730	162.73694	-346.44717	1557.09619	-60.40662	-375.05304	1483.95007	-52.74257	-353.64334	1507.26660	58.45781	258.66507	1455.57959	23.78532	138.91768	1455.77441	117.31646	63.26268	1508.61536	53.36040	426.86926	1509.54980	-260.94113	295.63138	1521.14160	-254.05086	396.91693	1494.23535	-206.03065	-514.58368	521.19415	220.73764	-452.70743	679.95453	130.17538	-449.78497	187.01006	487.86386	-478.47238	292.54001	327.48660	-474.48895	85.73154	364.38684	-521.62366	90.95425	463.08032	6.63524	502.03418	112.91882	-58.73286	609.07471	44.77168	22.13875	81.27248	172.17387	-18.85411	297.29251	70.33696	64.90173	46.41018	4.65061	117.30356	35.66611	88.74556
655	-386.27960	1010.30121	288.17856	-44.76854	987.76147	185.78548	-251.12903	962.68286	71.57173	-83.99664	996.34741	325.50192	-161.47418	1478.59888	293.16150	-45.87207	1364.51184	285.11871	-252.91702	1369.86780	340.95691	-90.88766	1594.01514	-84.69522	-42.56750	1655.99609	81.94739	-252.15244	1685.23975	70.74149	-477.62451	1251.26331	71.48348	-416.58942	1298.07788	200.57468	-413.07782	1426.14795	171.27879	-351.93668	1548.95667	-57.29994	-379.68976	1475.57336	-47.60886	-359.25522	1502.55493	62.98327	259.69162	1442.55334	35.45290	139.37405	1448.18579	127.41783	67.91830	1498.76929	59.59157	402.78992	1498.83813	-258.72964	271.85803	1510.16724	-240.81488	378.20856	1481.72815	-202.91075	-513.17926	520.85669	235.37148	-451.19757	677.38336	139.77200	-441.49371	190.31071	504.41385	-472.97635	292.96072	341.74219	-469.66644	85.60800	385.72192	-513.12415	93.83070	482.04175	6.95265	501.96783	113.17052	-58.81746	609.02057	45.42207	22.67080	80.92257	172.34671	-18.64741	297.53302	71.09602	64.45439	46.08816	4.36660	117.48782	35.60420	88.66775
656	-384.47858	1008.85461	293.25867	-43.97506	987.99512	184.41820	-252.57695	961.82440	74.31857	-81.04811	996.77838	325.34851	-161.80498	1477.88428	295.39426	-46.77875	1362.39990	289.69080	-254.11552	1368.87549	342.76392	-95.44280	1596.88696	-81.71547	-46.41698	1657.60547	84.67668	-256.31122	1685.96741	75.19798	-478.76334	1245.43762	83.08064	-416.32843	1295.91431	210.78932	-415.23682	1423.79419	178.56590	-358.55301	1541.92236	-54.19510	-385.38846	1468.27380	-41.92456	-363.32822	1498.37219	67.10354	261.57990	1426.61792	48.65953	144.34286	1438.13159	136.31355	71.18234	1489.14746	65.39625	376.42999	1488.59656	-254.13567	248.14293	1499.83191	-222.57928	356.78500	1470.37671	-195.67873	-509.91614	519.47125	247.77283	-449.74985	674.55054	149.44044	-433.56815	192.67195	520.13239	-463.19522	290.63852	358.83380	-460.15027	76.23994	409.24179	-505.43445	96.21862	500.41681	7.42581	501.78360	113.45692	-59.02351	608.67456	46.12496	23.50051	80.54334	172.67976	-18.48443	297.45480	71.42846	64.25650	45.92081	4.14840	117.72782	35.69329	88.21094
657	-382.15805	1007.42566	297.93607	-43.60398	988.28607	183.80348	-257.81119	960.13953	78.74166	-78.18206	997.19739	324.99365	-162.58606	1477.10168	297.79376	-48.66909	1360.14246	293.65939	-254.08217	1367.93799	345.89877	-100.22736	1599.75781	-79.68201	-50.21599	1659.21399	86.97474	-260.35248	1686.27991	79.42638	-479.63824	1240.75513	94.36562	-416.49353	1294.02222	219.60144	-417.28308	1421.71338	185.87982	-365.64343	1535.66370	-50.99071	-391.05450	1462.28296	-37.20862	-367.37994	1494.67993	71.52402	259.62686	1411.78784	61.39368	148.79668	1430.84998	143.48720	74.57111	1480.51038	72.48698	348.12344	1479.50146	-247.31323	223.10803	1489.85815	-203.73172	335.09119	1461.33948	-186.79437	-505.62436	517.99707	260.74741	-449.00052	671.68317	159.97482	-425.94696	194.36223	535.79016	-457.64124	290.03680	374.10217	-455.68765	79.75533	424.48090	-498.65457	98.01843	518.81079	8.15799	501.63394	113.33440	-59.39867	608.38739	46.75851	24.34859	80.64429	173.30368	-18.48011	297.46390	71.58629	64.01747	45.89182	3.93987	117.88336	35.60603	87.78265
